collection,task_ID,dtype,expression,name,scientific_field,support
OEIS,oeis_526,int,5**x_0 + 9**x_0 + 1,A074519,Mathematics,"[[0, 11]]"
OEIS,oeis_527,int,6**x_0 + 8**x_0 + 1,A074521,Mathematics,"[[0, 12]]"
OEIS,oeis_528,int,6**x_0 + 9**x_0 + 1,A074522,Mathematics,"[[0, 11]]"
OEIS,oeis_529,int,7**x_0 + 8**x_0 + 1,A074523,Mathematics,"[[0, 11]]"
OEIS,oeis_530,int,7**x_0 + 9**x_0 + 1,A074524,Mathematics,"[[0, 11]]"
OEIS,oeis_531,int,8**x_0 + 9**x_0 + 1,A074525,Mathematics,"[[0, 11]]"
OEIS,oeis_532,int,2**x_0 + 3**x_0 + 4**x_0,A074526,Mathematics,"[[0, 17]]"
OEIS,oeis_533,int,2**x_0 + 3**x_0 + 5**x_0,A074527,Mathematics,"[[0, 15]]"
OEIS,oeis_534,int,2**x_0 + 3**x_0 + 7**x_0,A074529,Mathematics,"[[0, 12]]"
OEIS,oeis_535,int,19**(3*x_0 + 1),A013764,Mathematics,"[[0, 3]]"
OEIS,oeis_536,int,2**x_0 + 3**x_0 + 8**x_0,A074530,Mathematics,"[[0, 12]]"
OEIS,oeis_537,int,2**x_0 + 3**x_0 + 9**x_0,A074531,Mathematics,"[[0, 11]]"
OEIS,oeis_538,int,2**x_0 + 4**x_0 + 5**x_0,A074532,Mathematics,"[[0, 15]]"
OEIS,oeis_539,int,2**x_0 + 4**x_0 + 6**x_0,A074533,Mathematics,"[[0, 13]]"
OEIS,oeis_540,int,2**x_0 + 4**x_0 + 7**x_0,A074534,Mathematics,"[[0, 12]]"
OEIS,oeis_541,int,2**x_0 + 4**x_0 + 9**x_0,A074536,Mathematics,"[[0, 11]]"
OEIS,oeis_542,int,2**x_0 + 5**x_0 + 6**x_0,A074537,Mathematics,"[[0, 13]]"
OEIS,oeis_543,int,2**x_0 + 5**x_0 + 7**x_0,A074538,Mathematics,"[[0, 12]]"
OEIS,oeis_544,int,2**x_0 + 5**x_0 + 8**x_0,A074539,Mathematics,"[[0, 12]]"
OEIS,oeis_545,int,2**x_0 + 5**x_0 + 9**x_0,A074540,Mathematics,"[[0, 11]]"
OEIS,oeis_546,int,19**(3*x_0 + 2),A013765,Mathematics,"[[0, 2]]"
OEIS,oeis_547,int,2**x_0 + 6**x_0 + 7**x_0,A074541,Mathematics,"[[0, 12]]"
OEIS,oeis_548,int,2**x_0 + 6**x_0 + 8**x_0,A074542,Mathematics,"[[0, 12]]"
OEIS,oeis_549,int,2**x_0 + 6**x_0 + 9**x_0,A074543,Mathematics,"[[0, 11]]"
OEIS,oeis_550,int,2**x_0 + 7**x_0 + 8**x_0,A074544,Mathematics,"[[0, 11]]"
OEIS,oeis_551,int,2**x_0 + 7**x_0 + 9**x_0,A074545,Mathematics,"[[0, 11]]"
OEIS,oeis_552,int,2**x_0 + 8**x_0 + 9**x_0,A074546,Mathematics,"[[0, 11]]"
OEIS,oeis_553,int,3**x_0 + 4**x_0 + 5**x_0,A074547,Mathematics,"[[0, 15]]"
OEIS,oeis_554,int,3**x_0 + 4**x_0 + 6**x_0,A074548,Mathematics,"[[0, 13]]"
OEIS,oeis_555,int,3**x_0 + 4**x_0 + 7**x_0,A074549,Mathematics,"[[0, 12]]"
OEIS,oeis_556,int,3**x_0 + 4**x_0 + 8**x_0,A074550,Mathematics,"[[0, 12]]"
OEIS,oeis_557,int,2**x_0 + 4**x_0 + 1,A001576,Mathematics,"[[0, 17]]"
OEIS,oeis_558,int,20**(3*x_0 + 2),A013767,Mathematics,"[[0, 2]]"
OEIS,oeis_559,int,3**x_0 + 4**x_0 + 9**x_0,A074551,Mathematics,"[[0, 11]]"
OEIS,oeis_560,int,3**x_0 + 5**x_0 + 7**x_0,A074552,Mathematics,"[[0, 12]]"
OEIS,oeis_561,int,3**x_0 + 5**x_0 + 8**x_0,A074553,Mathematics,"[[0, 12]]"
OEIS,oeis_562,int,3**x_0 + 5**x_0 + 9**x_0,A074554,Mathematics,"[[0, 11]]"
OEIS,oeis_563,int,3**x_0 + 6**x_0 + 7**x_0,A074555,Mathematics,"[[0, 12]]"
OEIS,oeis_564,int,3**x_0 + 6**x_0 + 8**x_0,A074556,Mathematics,"[[0, 12]]"
OEIS,oeis_565,int,3**x_0 + 7**x_0 + 8**x_0,A074558,Mathematics,"[[0, 11]]"
OEIS,oeis_566,int,3**x_0 + 7**x_0 + 9**x_0,A074559,Mathematics,"[[0, 11]]"
OEIS,oeis_567,int,3**x_0 + 8**x_0 + 9**x_0,A074560,Mathematics,"[[0, 11]]"
OEIS,oeis_568,int,4**x_0 + 5**x_0 + 6**x_0,A074561,Mathematics,"[[0, 13]]"
OEIS,oeis_569,int,21**(3*x_0 + 1),A013768,Mathematics,"[[0, 3]]"
OEIS,oeis_570,int,4**x_0 + 5**x_0 + 7**x_0,A074562,Mathematics,"[[0, 12]]"
OEIS,oeis_571,int,4**x_0 + 5**x_0 + 8**x_0,A074563,Mathematics,"[[0, 12]]"
OEIS,oeis_572,int,4**x_0 + 5**x_0 + 9**x_0,A074564,Mathematics,"[[0, 11]]"
OEIS,oeis_573,int,4**x_0 + 6**x_0 + 7**x_0,A074565,Mathematics,"[[0, 12]]"
OEIS,oeis_574,int,4**x_0 + 6**x_0 + 8**x_0,A074566,Mathematics,"[[0, 12]]"
OEIS,oeis_575,int,4**x_0 + 6**x_0 + 9**x_0,A074567,Mathematics,"[[0, 11]]"
OEIS,oeis_576,int,4**x_0 + 7**x_0 + 8**x_0,A074568,Mathematics,"[[0, 11]]"
OEIS,oeis_577,int,4**x_0 + 7**x_0 + 9**x_0,A074569,Mathematics,"[[0, 11]]"
OEIS,oeis_578,int,4**x_0 + 8**x_0 + 9**x_0,A074570,Mathematics,"[[0, 11]]"
OEIS,oeis_579,int,5**x_0 + 6**x_0 + 7**x_0,A074571,Mathematics,"[[0, 12]]"
OEIS,oeis_580,int,21**(3*x_0 + 2),A013769,Mathematics,"[[0, 2]]"
OEIS,oeis_581,int,5**x_0 + 6**x_0 + 8**x_0,A074572,Mathematics,"[[0, 12]]"
OEIS,oeis_582,int,5**x_0 + 6**x_0 + 9**x_0,A074573,Mathematics,"[[0, 11]]"
OEIS,oeis_583,int,5**x_0 + 7**x_0 + 8**x_0,A074574,Mathematics,"[[0, 11]]"
OEIS,oeis_584,int,5**x_0 + 7**x_0 + 9**x_0,A074575,Mathematics,"[[0, 11]]"
OEIS,oeis_585,int,5**x_0 + 8**x_0 + 9**x_0,A074576,Mathematics,"[[0, 11]]"
OEIS,oeis_586,int,6**x_0 + 7**x_0 + 8**x_0,A074577,Mathematics,"[[0, 11]]"
OEIS,oeis_587,int,6**x_0 + 7**x_0 + 9**x_0,A074578,Mathematics,"[[0, 11]]"
OEIS,oeis_588,int,6**x_0 + 8**x_0 + 9**x_0,A074579,Mathematics,"[[0, 11]]"
OEIS,oeis_589,int,7**x_0 + 8**x_0 + 9**x_0,A074580,Mathematics,"[[0, 11]]"
OEIS,oeis_590,int,2**x_0 + 6**x_0,A074601,Mathematics,"[[0, 13]]"
OEIS,oeis_591,int,22**(3*x_0 + 1),A013770,Mathematics,"[[0, 3]]"
OEIS,oeis_592,int,2**x_0 + 7**x_0,A074602,Mathematics,"[[0, 12]]"
OEIS,oeis_593,int,2**x_0 + 8**x_0,A074603,Mathematics,"[[0, 12]]"
OEIS,oeis_594,int,2**x_0 + 9**x_0,A074604,Mathematics,"[[0, 11]]"
OEIS,oeis_595,int,3**x_0 + 5**x_0,A074606,Mathematics,"[[0, 15]]"
OEIS,oeis_596,int,3**x_0 + 6**x_0,A074607,Mathematics,"[[0, 13]]"
OEIS,oeis_597,int,3**x_0 + 7**x_0,A074608,Mathematics,"[[0, 12]]"
OEIS,oeis_598,int,3**x_0 + 8**x_0,A074609,Mathematics,"[[0, 12]]"
OEIS,oeis_599,int,3**x_0 + 9**x_0,A074610,Mathematics,"[[0, 11]]"
OEIS,oeis_600,int,4**x_0 + 5**x_0,A074611,Mathematics,"[[0, 15]]"
OEIS,oeis_601,int,4**x_0 + 6**x_0,A074612,Mathematics,"[[0, 13]]"
OEIS,oeis_602,int,22**(3*x_0 + 2),A013771,Mathematics,"[[0, 2]]"
OEIS,oeis_603,int,4**x_0 + 7**x_0,A074613,Mathematics,"[[0, 12]]"
OEIS,oeis_604,int,4**x_0 + 9**x_0,A074614,Mathematics,"[[0, 11]]"
OEIS,oeis_605,int,5**x_0 + 6**x_0,A074615,Mathematics,"[[0, 13]]"
OEIS,oeis_606,int,5**x_0 + 7**x_0,A074616,Mathematics,"[[0, 12]]"
OEIS,oeis_607,int,5**x_0 + 8**x_0,A074617,Mathematics,"[[0, 12]]"
OEIS,oeis_608,int,5**x_0 + 9**x_0,A074618,Mathematics,"[[0, 11]]"
OEIS,oeis_609,int,6**x_0 + 7**x_0,A074619,Mathematics,"[[0, 12]]"
OEIS,oeis_610,int,6**x_0 + 8**x_0,A074620,Mathematics,"[[0, 12]]"
OEIS,oeis_611,int,6**x_0 + 9**x_0,A074621,Mathematics,"[[0, 11]]"
OEIS,oeis_612,int,7**x_0 + 8**x_0,A074622,Mathematics,"[[0, 11]]"
OEIS,oeis_613,int,23**(3*x_0 + 1),A013772,Mathematics,"[[0, 3]]"
OEIS,oeis_614,int,8**x_0 + 9**x_0,A074624,Mathematics,"[[0, 11]]"
OEIS,oeis_615,int,10**(2*x_0)/3 + 10**x_0/3 + 1/3,A074992,Mathematics,"[[0, 6]]"
OEIS,oeis_616,int,(5*10**x_0/9 - 5/9)**2,A075414,Mathematics,"[[0, 6]]"
OEIS,oeis_617,int,(8*10**x_0/9 - 8/9)**2,A075417,Mathematics,"[[0, 6]]"
OEIS,oeis_618,int,6**(x_0**2),A076781,Mathematics,"[[0, 4]]"
OEIS,oeis_619,int,10**(x_0**2),A076782,Mathematics,"[[0, 4]]"
OEIS,oeis_620,int,11**(x_0**2),A076783,Mathematics,"[[0, 4]]"
OEIS,oeis_621,int,13**(x_0**2),A076811,Mathematics,"[[0, 3]]"
OEIS,oeis_622,int,15**(x_0**2),A078185,Mathematics,"[[0, 3]]"
OEIS,oeis_623,int,16**(x_0**2),A078186,Mathematics,"[[0, 3]]"
OEIS,oeis_624,int,23**(3*x_0 + 2),A013773,Mathematics,"[[0, 2]]"
OEIS,oeis_625,int,17**(x_0**2),A078351,Mathematics,"[[0, 3]]"
OEIS,oeis_626,int,18**(x_0**2),A078352,Mathematics,"[[0, 3]]"
OEIS,oeis_627,int,19**(x_0**2),A078353,Mathematics,"[[0, 3]]"
OEIS,oeis_628,int,20**(x_0**2),A078354,Mathematics,"[[0, 3]]"
OEIS,oeis_629,int,(x_0 - 1)**3*(-2*x_0 + (x_0 - 2)**2 + 6),A079503,Mathematics,"[[0, 102]]"
OEIS,oeis_630,int,8*x_0**3*(-4*x_0 + (2*x_0 - 1)**2 + 4),A079504,Mathematics,"[[0, 51]]"
OEIS,oeis_631,int,3*2**x_0 - x_0 - 2,A079583,Mathematics,"[[0, 32]]"
OEIS,oeis_632,int,(x_0 + 1)*(2*x_0 + 1)*(4*x_0 + 1),A079588,Mathematics,"[[0, 500]]"
OEIS,oeis_633,int,2**((2**x_0 - 1)*(x_0 - 1)),A079597,Mathematics,"[[0, 4]]"
OEIS,oeis_634,int,(5*x_0 + 1)*(5*x_0 + 3)*(5*x_0 + 5),A079610,Mathematics,"[[0, 431]]"
OEIS,oeis_635,int,24**(3*x_0 + 1),A013774,Mathematics,"[[0, 3]]"
OEIS,oeis_636,int,(1 + sqrt(2))**x_0,A080039,Mathematics,"[[0, 27]]"
OEIS,oeis_637,int,(1 + sqrt(3))**x_0,A080041,Mathematics,"[[0, 23]]"
OEIS,oeis_638,int,3**x_0*(x_0 + 1)*(x_0 + 6)/6,A080420,Mathematics,"[[0, 18]]"
OEIS,oeis_639,int,3**x_0*(x_0 + 1)*(x_0 + 2)*(x_0 + 9)/18,A080421,Mathematics,"[[0, 16]]"
OEIS,oeis_640,int,3**x_0*(x_0 + 1)*(x_0 + 2)*(x_0 + 3)*(x_0 + 12)/72,A080422,Mathematics,"[[0, 15]]"
OEIS,oeis_641,int,3**x_0*(x_0 + 1)*(x_0 + 2)*(x_0 + 3)*(x_0 + 4)*(x_0 + 15)/360,A080423,Mathematics,"[[0, 14]]"
OEIS,oeis_642,int,6*x_0**2 + 4*x_0 + 1,A080859,Mathematics,"[[0, 500]]"
OEIS,oeis_643,int,10*x_0**2 + 5*x_0 + 1,A080860,Mathematics,"[[0, 500]]"
OEIS,oeis_644,int,15*x_0**2 + 6*x_0 + 1,A080861,Mathematics,"[[0, 500]]"
OEIS,oeis_645,int,x_0**3 - x_0**2/2 - x_0/2 + 1,A081441,Mathematics,"[[0, 500]]"
OEIS,oeis_646,int,24**(3*x_0 + 2),A013775,Mathematics,"[[0, 2]]"
OEIS,oeis_647,int,sqrt(2)*(-(3 - 2*sqrt(2))**x_0 + (2*sqrt(2) + 3)**x_0),A081554,Mathematics,"[[0, 13]]"
OEIS,oeis_648,int,-3**x_0/6 - 5**x_0/2 + 2*6**x_0/3,A081678,Mathematics,"[[0, 14]]"
OEIS,oeis_649,int,2*3**x_0 - 4**x_0/2 - 5**x_0/2 - 6**x_0/2 + 7**x_0/2,A081680,Mathematics,"[[0, 13]]"
OEIS,oeis_650,int,2*4**x_0 - 5**x_0/2 - 6**x_0/2 - 7**x_0/2 + 8**x_0/2,A081681,Mathematics,"[[0, 12]]"
OEIS,oeis_651,int,2*5**x_0 - 6**x_0/2 - 7**x_0/2 - 8**x_0/2 + 9**x_0/2,A081682,Mathematics,"[[0, 11]]"
OEIS,oeis_652,int,10**x_0/2 + 2*6**x_0 - 7**x_0/2 - 8**x_0/2 - 9**x_0/2,A081683,Mathematics,"[[0, 11]]"
OEIS,oeis_653,int,3*3**x_0 - 4**x_0 - 5**x_0 - 6**x_0 + 7**x_0,A081686,Mathematics,"[[0, 12]]"
OEIS,oeis_654,int,3*4**x_0 - 5**x_0 - 6**x_0 - 7**x_0 + 8**x_0,A081687,Mathematics,"[[0, 12]]"
OEIS,oeis_655,int,(4*x_0 - 1)*(8*x_0 - 3)*(8*x_0**2 - 5*x_0 + 1),A081854,Mathematics,"[[0, 80]]"
OEIS,oeis_656,int,16*x_0**2 + 4*x_0 + 1,A082041,Mathematics,"[[0, 500]]"
OEIS,oeis_657,int,2**(4*x_0 + 3),A013777,Mathematics,"[[0, 8]]"
OEIS,oeis_658,int,x_0**4 + 2*x_0**2 + 1,A082044,Mathematics,"[[0, 317]]"
OEIS,oeis_659,int,4*x_0**2 + 10*x_0 + 1,A082112,Mathematics,"[[0, 500]]"
OEIS,oeis_660,int,x_0**4 + 5*x_0**2 + 1,A082113,Mathematics,"[[0, 317]]"
OEIS,oeis_661,int,2**x_0/3 + 2*8**x_0/3,A082412,Mathematics,"[[0, 12]]"
OEIS,oeis_662,int,3**x_0/3 + 2*9**x_0/3,A082413,Mathematics,"[[0, 11]]"
OEIS,oeis_663,int,2*10**x_0/3 + 4**x_0/3,A082414,Mathematics,"[[0, 11]]"
OEIS,oeis_664,int,5*x_0**2/2 - 5*x_0/2 + 5,A082450,Mathematics,"[[0, 500]]"
OEIS,oeis_665,int,-4*0**x_0/3 + 7*3**x_0/3,A082541,Mathematics,"[[0, 21]]"
OEIS,oeis_666,int,3*11**x_0/4 + 3**x_0/4,A082724,Mathematics,"[[0, 10]]"
OEIS,oeis_667,int,(x_0**2 + 1)*(4*x_0**2 + 1)*(4*x_0**2 + 3),A082942,Mathematics,"[[0, 30]]"
OEIS,oeis_668,int,3**x_0 + 5**x_0 + 6**x_0,A001579,Mathematics,"[[0, 13]]"
OEIS,oeis_669,int,3**(4*x_0 + 1),A013778,Mathematics,"[[0, 5]]"
OEIS,oeis_670,int,x_0**3 - x_0**2 - x_0 - 1,A083074,Mathematics,"[[0, 500]]"
OEIS,oeis_671,int,3*x_0**3 + x_0**2 - 4*x_0,A083127,Mathematics,"[[0, 500]]"
OEIS,oeis_672,int,8*x_0**4 + 9*x_0**2 + 2,A083196,Mathematics,"[[0, 189]]"
OEIS,oeis_673,int,(-5)**x_0/4 + 3*3**x_0/4,A083229,Mathematics,"[[0, 16]]"
OEIS,oeis_674,int,(-3)**x_0/4 + 3*5**x_0/4,A083231,Mathematics,"[[0, 15]]"
OEIS,oeis_675,int,(-1)**x_0/4 + 3*7**x_0/4,A083232,Mathematics,"[[0, 12]]"
OEIS,oeis_676,int,3*10**x_0/4 + 2**x_0/4,A083234,Mathematics,"[[0, 11]]"
OEIS,oeis_677,int,(-9)**x_0/5 + 4/5,A083294,Mathematics,"[[0, 12]]"
OEIS,oeis_678,int,(-8)**x_0/5 + 4*2**x_0/5,A083295,Mathematics,"[[0, 12]]"
OEIS,oeis_679,int,(-7)**x_0/5 + 4*3**x_0/5,A083296,Mathematics,"[[0, 13]]"
OEIS,oeis_680,int,3**(4*x_0 + 3),A013779,Mathematics,"[[0, 5]]"
OEIS,oeis_681,int,(-6)**x_0/5 + 4*4**x_0/5,A083297,Mathematics,"[[0, 14]]"
OEIS,oeis_682,int,(-4)**x_0/5 + 4*6**x_0/5,A083299,Mathematics,"[[0, 13]]"
OEIS,oeis_683,int,(-3)**x_0/5 + 4*7**x_0/5,A083300,Mathematics,"[[0, 12]]"
OEIS,oeis_684,int,(-2)**x_0/5 + 4*8**x_0/5,A083301,Mathematics,"[[0, 12]]"
OEIS,oeis_685,int,(-1)**x_0/5 + 4*9**x_0/5,A083302,Mathematics,"[[0, 11]]"
OEIS,oeis_686,int,x_0**x_0/5 + 4*(x_0 + 15)**x_0/5,A083306,Mathematics,"[[0, 8]]"
OEIS,oeis_687,int,4*x_0**x_0/5 + (x_0 - 10)**x_0/5,A083307,Mathematics,"[[0, 11]]"
OEIS,oeis_688,int,(x_0 - 9)**x_0/5 + 4*(x_0 + 1)**x_0/5,A083308,Mathematics,"[[0, 10]]"
OEIS,oeis_689,int,2**x_0/2 - 4**x_0/2 + 5**x_0,A083315,Mathematics,"[[0, 15]]"
OEIS,oeis_690,int,3**x_0/2 - 5**x_0/2 + 6**x_0,A083316,Mathematics,"[[0, 13]]"
OEIS,oeis_691,int,4**(4*x_0 + 1),A013780,Mathematics,"[[0, 4]]"
OEIS,oeis_692,int,-3**x_0 + 4**x_0 + 5**x_0,A083320,Mathematics,"[[0, 15]]"
OEIS,oeis_693,int,(-1)**x_0 + (-2)**x_0 - (-3)**x_0,A083321,Mathematics,"[[0, 21]]"
OEIS,oeis_694,int,-2**x_0 + 3**x_0 + 1,A083323,Mathematics,"[[0, 21]]"
OEIS,oeis_695,int,2**x_0 - 3**x_0 + 4**x_0,A083324,Mathematics,"[[0, 17]]"
OEIS,oeis_696,int,3**x_0 - 4**x_0 + 5**x_0,A083325,Mathematics,"[[0, 15]]"
OEIS,oeis_697,int,4**x_0 - 5**x_0 + 6**x_0,A083326,Mathematics,"[[0, 13]]"
OEIS,oeis_698,int,-2**x_0/2 + 3**x_0/2 - 4**x_0/2 + 5**x_0/2,A083327,Mathematics,"[[0, 15]]"
OEIS,oeis_699,int,-3**x_0/2 + 4**x_0/2 - 5**x_0/2 + 6**x_0/2,A083328,Mathematics,"[[0, 14]]"
OEIS,oeis_700,int,2**x_0/2 - 3**x_0 + 3*4**x_0/2,A083330,Mathematics,"[[0, 17]]"
OEIS,oeis_701,int,3**x_0/2 - 4**x_0 + 3*5**x_0/2,A083331,Mathematics,"[[0, 15]]"
OEIS,oeis_702,int,4**(4*x_0 + 3),A013781,Mathematics,"[[0, 4]]"
OEIS,oeis_703,int,(-3)**x_0/6 + 5*3**x_0/6,A083423,Mathematics,"[[0, 22]]"
OEIS,oeis_704,int,(-2)**x_0/6 + 5*4**x_0/6,A083424,Mathematics,"[[0, 17]]"
OEIS,oeis_705,int,2**x_0/5 + 4*7**x_0/5,A083426,Mathematics,"[[0, 12]]"
OEIS,oeis_706,int,(-4)**x_0/2 + 6**x_0/2,A083578,Mathematics,"[[0, 14]]"
OEIS,oeis_707,int,8/3 - 5*(-2)**x_0/3,A083581,Mathematics,"[[0, 33]]"
OEIS,oeis_708,int,-5*(-1)**x_0/3 + 8*2**x_0/3,A083582,Mathematics,"[[0, 32]]"
OEIS,oeis_709,int,-5*0**x_0/3 + 8*3**x_0/3,A083583,Mathematics,"[[0, 21]]"
OEIS,oeis_710,int,8*4**x_0/3 - 5/3,A083584,Mathematics,"[[0, 16]]"
OEIS,oeis_711,int,-4*(-1)**x_0/3 + 7*2**x_0/3,A083595,Mathematics,"[[0, 32]]"
OEIS,oeis_712,int,7*4**x_0/3 - 4/3,A083597,Mathematics,"[[0, 16]]"
OEIS,oeis_713,int,5**(4*x_0 + 1),A013782,Mathematics,"[[0, 4]]"
OEIS,oeis_714,int,3*8**x_0/7 - 3/7,A083713,Mathematics,"[[0, 12]]"
OEIS,oeis_715,int,x_0*(2**x_0 - 8),A083727,Mathematics,"[[0, 29]]"
OEIS,oeis_716,int,3*10**x_0 - 3,A083813,Mathematics,"[[0, 10]]"
OEIS,oeis_717,int,(-1)**x_0/3 + 5*2**x_0/3 - 1,A084170,Mathematics,"[[0, 33]]"
OEIS,oeis_718,int,(-1)**x_0/2 + x_0**2/2 + x_0/2 + 1/2,A084263,Mathematics,"[[0, 500]]"
OEIS,oeis_719,int,(-1)**x_0/2 + x_0**2/2 + 3*x_0/2 + 1/2,A084265,Mathematics,"[[0, 500]]"
OEIS,oeis_720,int,x_0**(x_0 + 1) - (x_0 - 1)**x_0,A084363,Mathematics,"[[0, 10]]"
OEIS,oeis_721,int,x_0*(2*x_0 + 1)**2,A084367,Mathematics,"[[0, 500]]"
OEIS,oeis_722,int,x_0**3 + 3,A084378,Mathematics,"[[0, 500]]"
OEIS,oeis_723,int,x_0**3 + 17,A084379,Mathematics,"[[0, 500]]"
OEIS,oeis_724,int,5**(4*x_0 + 3),A013783,Mathematics,"[[0, 3]]"
OEIS,oeis_725,int,x_0**3 + 2,A084380,Mathematics,"[[0, 500]]"
OEIS,oeis_726,int,x_0**3 + 5,A084381,Mathematics,"[[0, 500]]"
OEIS,oeis_727,int,x_0**3 + 6,A084382,Mathematics,"[[0, 500]]"
OEIS,oeis_728,int,(3*x_0 + 1)*(3*x_0 + 4),A085001,Mathematics,"[[0, 500]]"
OEIS,oeis_729,int,(4*x_0 + 3)*(4*x_0 + 7),A085027,Mathematics,"[[0, 500]]"
OEIS,oeis_730,int,6*x_0**2 + 3*x_0 + 1,A085473,Mathematics,"[[0, 500]]"
OEIS,oeis_731,int,728*x_0**7,A085479,Mathematics,"[[0, 11]]"
OEIS,oeis_732,int,54*x_0**8,A085482,Mathematics,"[[0, 11]]"
OEIS,oeis_733,int,x_0**(2*x_0 + 2),A085525,Mathematics,"[[0, 6]]"
OEIS,oeis_734,int,x_0*(x_0 + 1)**3,A085540,Mathematics,"[[0, 316]]"
OEIS,oeis_735,int,6**(4*x_0 + 1),A013784,Mathematics,"[[0, 3]]"
OEIS,oeis_736,int,x_0*(2*x_0**2 + x_0 + 1)/2,A085786,Mathematics,"[[0, 500]]"
OEIS,oeis_737,int,7*2**x_0 - 1,A086224,Mathematics,"[[0, 31]]"
OEIS,oeis_738,int,4*x_0**4 + 24*x_0**3 + 48*x_0**2 + 36*x_0 + 8,A086302,Mathematics,"[[0, 223]]"
OEIS,oeis_739,int,2*10**x_0 - 2,A086573,Mathematics,"[[0, 10]]"
OEIS,oeis_740,int,3*10**x_0 - 3,A086574,Mathematics,"[[0, 10]]"
OEIS,oeis_741,int,4*10**x_0 - 4,A086575,Mathematics,"[[0, 10]]"
OEIS,oeis_742,int,5*10**x_0 - 5,A086576,Mathematics,"[[0, 10]]"
OEIS,oeis_743,int,6*10**x_0 - 6,A086577,Mathematics,"[[0, 10]]"
OEIS,oeis_744,int,7*10**x_0 - 7,A086578,Mathematics,"[[0, 10]]"
OEIS,oeis_745,int,8*10**x_0 - 8,A086579,Mathematics,"[[0, 10]]"
OEIS,oeis_746,int,7**(4*x_0 + 1),A013786,Mathematics,"[[0, 3]]"
OEIS,oeis_747,int,9*10**x_0 - 9,A086580,Mathematics,"[[0, 10]]"
OEIS,oeis_748,int,2**x_0 + 3*x_0,A086653,Mathematics,"[[0, 34]]"
OEIS,oeis_749,int,-10**x_0 + 100**x_0 - 1,A086695,Mathematics,"[[0, 6]]"
OEIS,oeis_750,int,7*10**x_0 - 9,A086945,Mathematics,"[[0, 10]]"
OEIS,oeis_751,int,3**x_0*x_0*(4*x_0 - 1)/9,A086951,Mathematics,"[[0, 17]]"
OEIS,oeis_752,int,4**x_0*x_0**2/4,A086952,Mathematics,"[[0, 14]]"
OEIS,oeis_753,int,-(-1)**x_0 + x_0**2 + 2*x_0 + 2,A086955,Mathematics,"[[0, 500]]"
OEIS,oeis_754,int,2**x_0*(x_0 + 1) - 1,A087323,Mathematics,"[[0, 29]]"
OEIS,oeis_755,int,10*x_0**2 - 6*x_0 + 1,A087348,Mathematics,"[[0, 500]]"
OEIS,oeis_756,int,0**x_0/2 + 2**x_0*(x_0**2 + x_0 + 2)/4,A087429,Mathematics,"[[0, 26]]"
OEIS,oeis_757,int,7**(4*x_0 + 3),A013787,Mathematics,"[[0, 3]]"
OEIS,oeis_758,int,0**x_0/2 + 2**x_0*(x_0**2 + x_0 + 2)/4,A087431,Mathematics,"[[0, 26]]"
OEIS,oeis_759,int,(-3)**x_0 + 4**x_0,A087452,Mathematics,"[[0, 17]]"
OEIS,oeis_760,int,4*2**(x_0**2 - x_0 + 1)*(x_0**2 - x_0) - 4*x_0 + 12,A087487,Mathematics,"[[0, 6]]"
OEIS,oeis_761,int,x_0**3/6 + 4*x_0**2 + 65*x_0/6 + 6,A087863,Mathematics,"[[0, 500]]"
OEIS,oeis_762,int,(-1)**x_0/16 + x_0**3/12 - 3*x_0**2/8 + 17*x_0/12 - 1/16,A088795,Mathematics,"[[0, 500]]"
OEIS,oeis_763,int,2*0**x_0/5 + 3*10**x_0/5,A090019,Mathematics,"[[0, 11]]"
OEIS,oeis_764,int,x_0**3 + 6*x_0**2 + 6*x_0 + 1,A090197,Mathematics,"[[0, 500]]"
OEIS,oeis_765,int,x_0**x_0*(x_0 + 1)**(x_0 + 1),A090205,Mathematics,"[[0, 6]]"
OEIS,oeis_766,int,x_0**4/24 + 3*x_0**3/4 + 131*x_0**2/24 + 71*x_0/4,A090386,Mathematics,"[[0, 500]]"
OEIS,oeis_767,int,x_0*(x_0**4 + 30*x_0**3 + 395*x_0**2 + 2910*x_0 + 11064)/120,A090391,Mathematics,"[[0, 255]]"
OEIS,oeis_768,int,8**(4*x_0 + 1),A013788,Mathematics,"[[0, 3]]"
OEIS,oeis_769,int,x_0**6/720 + x_0**5/16 + 185*x_0**4/144 + 255*x_0**3/16 + 46157*x_0**2/360 + 1149*x_0/2,A090392,Mathematics,"[[0, 132]]"
OEIS,oeis_770,int,x_0**7/5040 + x_0**6/80 + 53*x_0**5/144 + 325*x_0**4/48 + 7829*x_0**3/90 + 47383*x_0**2/60 + 29093*x_0/7,A090393,Mathematics,"[[0, 82]]"
OEIS,oeis_771,int,x_0**8/40320 + x_0**7/480 + 239*x_0**6/2880 + 101*x_0**5/48 + 221527*x_0**4/5760 + 85843*x_0**3/160 + 18731857*x_0**2/3360 + 273343*x_0/8,A090394,Mathematics,"[[0, 56]]"
OEIS,oeis_772,int,2*(-1)**x_0/9 + 7*8**x_0/9,A090409,Mathematics,"[[0, 12]]"
OEIS,oeis_773,int,10**x_0,A090561,Mathematics,"[[0, 11]]"
OEIS,oeis_774,int,(x_0/24 + 1/24)*(x_0 + 6)*(x_0**3 + 26*x_0**2 + 225*x_0 + 636),A090948,Mathematics,"[[0, 183]]"
